N_ppm,P_ppm,K_ppm,soil_moisture,soil_ph,temperature,humidity,rainfall,soil_type,crop,fertilizer,irrigation_mm
36.47,40.36,0.0,,,27.06,65.95,149.73,Silt,chili,KCl,0.35
93.7,41.73,37.89,57.56,6.5,27.85,66.25,6.22,Clay,tomato,None,0.42
72.41,62.8,51.33,60.14,7.01,16.16,64.08,219.09,Sandy,chili,Urea,0.0
64.4,14.59,71.15,60.18,4.65,35.03,90.86,160.72,Loamy,tomato,Kapur-Dolomit,1.01
60.94,59.15,6.12,73.97,,30.41,72.15,36.34,Silt,tomato,KCl,0.13
33.72,33.73,71.45,44.53,5.42,24.58,67.02,46.45,Sandy,tomato,None,0.86
89.99,41.48,40.65,50.54,6.52,24.89,67.16,36.24,Clay,tomato,None,0.76
,57.56,47.17,,6.14,28.49,79.94,4.52,Clay,tomato,Urea,2.01
100.89,68.88,0.0,57.53,6.87,24.99,59.27,,Peat,shallot,KCl,0.0
38.9,,2.41,51.95,6.19,27.58,86.75,63.35,Sandy,tomato,KCl,0.0
69.65,20.33,35.06,26.45,3.5,22.61,55.62,47.92,Loamy,maize,Kapur-Dolomit,3.96
65.45,37.66,76.81,52.75,7.08,26.32,81.37,144.88,Silt,chili,None,0.16
72.12,4.93,,36.83,6.32,28.61,86.35,7.12,Silt,rice,SP-36,4.2
42.64,58.75,74.78,45.82,4.93,31.57,89.41,17.94,Clay,rice,None,3.97
64.48,22.88,45.58,34.04,6.63,34.85,62.78,9.29,Sandy,rice,None,4.38
78.04,22.58,9.85,36.12,5.94,21.36,94.37,20.46,Silt,chili,KCl,0.25
55.58,20.66,25.02,38.03,,31.16,81.7,19.24,Silt,rice,KCl,3.68
21.15,39.87,40.31,37.7,5.78,19.7,85.84,23.01,Clay,tomato,Urea,2.2
43.44,12.4,19.27,59.44,6.82,21.92,,284.85,Loamy,chili,SP-36,0.0
461.6,50.87,57.36,,7.57,24.95,93.19,135.46,Sandy,tomato,None,0.0
39.3,77.05,93.15,30.16,7.2,23.48,73.34,210.77,Loamy,tomato,None,1.15
22.58,26.57,44.2,71.92,5.7,29.52,,175.39,Peat,rice,Urea,0.62
86.9,63.23,58.42,52.16,7.2,31.2,81.94,450.0,Sandy,rice,None,0.0
82.69,48.26,43.14,,5.44,27.86,77.61,10.64,Clay,chili,None,0.83
69.03,22.92,90.48,64.02,7.13,17.63,75.7,44.69,Sandy,chili,Organik,0.0
81.91,48.12,35.67,24.51,6.72,32.86,53.1,59.68,Sandy,tomato,None,5.89
53.52,4.72,32.77,34.16,5.37,24.34,69.6,141.97,Loamy,tomato,SP-36,0.27
72.64,18.57,47.67,51.58,7.27,22.41,87.6,188.43,Sandy,chili,SP-36,0.0
,48.12,57.72,36.72,6.7,29.76,46.44,32.78,Peat,rice,None,4.14
37.59,38.5,39.41,55.15,6.32,29.41,68.22,14.55,Sandy,maize,None,2.15
30.5,23.01,37.04,49.87,6.58,29.83,98.93,70.5,Loamy,tomato,None,0.0
11.93,40.68,19.25,47.0,6.15,25.56,70.84,54.07,Clay,shallot,KCl,1.34
20.35,39.51,38.91,44.92,6.83,24.01,71.34,19.62,Clay,chili,Urea,1.36
68.2,15.11,61.09,55.03,6.44,26.4,73.32,21.54,Loamy,maize,SP-36,0.03
59.31,51.61,48.91,48.95,5.52,23.45,64.21,33.52,Silt,shallot,None,0.9
40.17,92.92,69.24,43.87,5.89,31.71,55.04,0.37,Loamy,shallot,None,3.03
46.0,47.44,72.9,24.61,5.8,28.84,52.18,,Clay,rice,None,4.89
55.32,39.49,38.96,45.98,5.02,23.09,100.0,161.1,Silt,maize,None,0.0
90.38,34.3,25.72,42.29,5.52,31.4,76.03,237.12,Clay,rice,KCl,1.77
62.9,28.74,38.24,74.53,8.04,27.27,60.12,70.93,Loamy,rice,Organik,0.94
54.76,2.15,95.91,42.62,6.81,24.3,83.51,172.38,Clay,tomato,SP-36,0.23
,66.28,48.97,41.75,6.24,23.53,71.73,72.22,Loamy,chili,None,0.03
17.5,30.68,69.59,43.6,5.12,19.41,64.16,90.32,Loamy,tomato,Urea,0.54
46.68,49.75,32.56,50.61,5.89,26.23,69.54,232.66,Sandy,maize,None,0.0
16.47,35.82,70.57,25.06,6.59,28.17,69.23,136.36,Loamy,shallot,Urea,2.11
115.55,15.09,28.06,54.41,7.26,28.33,76.28,43.64,Clay,rice,SP-36,1.06
48.27,35.76,42.33,44.12,7.53,25.86,55.75,147.33,Peat,rice,SP-36,2.13
112.03,66.39,84.94,50.96,4.35,25.96,63.8,121.83,Sandy,chili,Kapur-Dolomit,0.0
,32.4,20.15,,6.37,37.22,73.09,6.17,Sandy,shallot,KCl,4.27
0.57,57.35,51.6,69.21,6.58,28.02,78.19,71.09,Clay,tomato,Urea,0.0
123.05,27.93,66.36,36.58,5.84,27.25,59.87,39.56,Silt,maize,None,3.56
78.7,0.0,50.56,47.48,6.57,25.39,76.75,100.52,Peat,maize,SP-36,0.44
49.7,9.03,95.57,27.45,7.2,22.85,77.57,26.8,Clay,tomato,SP-36,3.14
67.87,68.55,57.12,30.62,7.49,27.39,68.03,14.47,Sandy,maize,None,1.67
71.91,35.95,35.16,39.48,5.44,23.99,66.47,74.22,Loamy,chili,KCl,0.78
85.76,41.02,27.75,65.38,5.29,28.97,75.86,36.45,Clay,chili,KCl,0.61
108.58,4.2,35.09,34.07,6.92,32.03,64.06,99.2,Clay,tomato,SP-36,1.93
58.03,6.15,38.64,37.56,6.66,27.16,73.93,48.6,Silt,shallot,SP-36,3.45
40.35,48.99,64.22,40.11,6.33,27.92,76.0,61.6,Sandy,chili,None,1.58
34.87,38.56,49.0,53.12,6.84,27.35,75.99,65.51,Silt,rice,Urea,1.3
127.81,30.76,6.47,82.22,5.89,26.39,85.92,83.96,Clay,maize,KCl,0.0
77.63,47.48,26.51,63.53,7.41,26.8,76.0,3.8,Sandy,tomato,KCl,0.0
28.52,28.01,48.64,5.0,7.53,28.58,77.48,22.37,Clay,rice,Urea,7.24
42.78,55.14,39.7,46.8,5.83,27.12,53.82,349.13,Silt,rice,None,0.17
79.88,22.73,59.72,73.02,7.61,33.15,58.32,28.52,,tomato,Organik,2.56
33.11,38.16,41.97,44.57,4.08,27.05,74.24,3.85,Clay,shallot,Kapur-Dolomit,1.93
23.49,41.42,53.6,35.51,6.57,30.08,92.03,50.36,Peat,rice,Urea,3.18
42.84,53.96,64.58,40.69,5.28,29.82,75.93,0.63,Loamy,tomato,None,3.06
52.03,30.08,68.48,39.39,6.39,32.08,81.46,39.53,Sandy,chili,None,3.71
48.21,80.04,32.12,47.61,5.9,26.58,61.82,50.4,Loamy,shallot,None,0.0
,36.09,18.43,27.57,6.25,29.62,62.58,95.7,Sandy,maize,KCl,4.09
74.83,19.27,0.0,47.6,6.11,26.1,84.64,47.74,Sandy,shallot,SP-36,0.0
,56.77,14.78,18.62,5.47,30.74,,86.93,Loamy,chili,KCl,4.9
29.79,27.42,25.78,21.84,5.36,18.97,,181.87,Sandy,chili,Urea,1.42
84.5,37.67,33.03,50.21,6.49,31.34,74.72,131.72,Sandy,shallot,None,1.09
40.88,14.25,63.23,31.58,6.28,28.72,79.37,75.75,Loamy,shallot,SP-36,3.19
39.64,31.44,54.74,,6.84,23.45,69.81,42.13,Silt,rice,Organik,0.0
,39.88,57.11,26.75,5.21,30.02,75.76,17.35,Loamy,chili,None,3.06
50.61,20.13,66.44,23.49,6.77,36.37,90.43,,,tomato,None,5.56
37.06,20.4,93.32,11.77,7.61,26.18,74.2,35.39,Sandy,chili,None,4.92
15.31,22.84,56.7,55.41,6.4,17.51,79.67,60.83,Sandy,shallot,NPK-16-16-16,0.0
40.48,36.67,48.44,46.66,5.93,28.14,76.72,29.31,Sandy,maize,None,0.26
61.55,53.54,49.85,85.78,5.76,27.57,78.43,75.39,Clay,rice,None,2.16
57.27,32.06,52.25,29.77,4.63,26.61,69.22,147.84,Silt,shallot,Kapur-Dolomit,2.22
67.08,61.59,71.88,12.64,4.94,24.17,87.22,,Sandy,maize,Kapur-Dolomit,1.87
80.88,53.71,52.18,65.11,5.57,25.16,61.75,272.79,Clay,chili,None,0.0
69.06,32.98,50.59,82.86,6.4,32.47,72.2,74.83,Loamy,rice,Organik,2.34
98.69,36.45,27.79,41.84,7.03,26.26,79.27,20.26,Loamy,shallot,KCl,1.83
47.67,50.02,30.02,33.04,5.85,21.71,59.44,111.77,Silt,rice,None,4.51
81.6,44.36,49.54,30.05,,22.19,77.07,97.81,Peat,tomato,None,0.98
59.91,15.11,59.89,38.32,4.35,30.1,67.72,148.18,Loamy,shallot,Kapur-Dolomit,1.9
30.28,43.92,9.87,12.47,6.1,29.53,61.74,97.11,Clay,shallot,KCl,4.79
41.69,34.27,37.32,47.44,6.08,30.39,55.22,99.93,Sandy,maize,None,1.88
86.79,8.91,34.0,43.22,6.82,29.4,87.68,23.6,Sandy,rice,SP-36,2.76
40.33,59.89,,76.75,5.38,20.31,93.84,16.97,Sandy,shallot,KCl,0.33
61.25,44.55,38.49,56.24,5.22,32.2,65.16,16.74,Sandy,tomato,None,1.66
75.31,30.24,20.82,31.31,,25.17,,174.35,Sandy,maize,KCl,0.04
38.17,0.0,43.32,40.06,6.79,26.78,62.42,126.56,Loamy,rice,SP-36,3.67
67.36,24.28,53.4,,6.75,26.52,51.44,148.46,Sandy,chili,None,2.8
72.47,19.79,54.73,44.14,5.69,25.47,79.59,7.05,Clay,tomato,SP-36,0.69
29.0,4.84,66.38,62.2,6.25,31.1,66.75,64.27,Silt,chili,NPK-16-16-16,1.01
,36.56,19.08,63.93,8.0,29.1,55.6,227.77,Sandy,maize,KCl,0.0
72.05,,51.81,37.22,5.46,24.95,80.15,148.41,Silt,tomato,None,0.12
93.6,13.69,51.31,50.9,,28.27,66.1,96.56,Loamy,rice,SP-36,1.98
89.13,54.11,61.18,62.3,6.79,29.06,64.6,136.14,,shallot,None,0.28
34.48,31.52,67.98,24.61,7.19,28.47,70.81,,Sandy,chili,None,1.53
47.25,21.22,85.29,51.56,7.75,30.87,100.0,32.01,Loamy,chili,None,1.44
62.6,42.26,54.72,43.23,6.07,32.62,53.51,63.0,Clay,chili,None,3.7
71.5,39.82,48.39,45.42,,24.65,83.28,,Clay,chili,None,0.0
69.21,37.43,34.01,37.59,6.29,23.29,93.57,45.5,Clay,rice,None,2.52
62.36,46.2,43.32,31.88,7.79,26.85,85.78,138.76,Clay,maize,None,1.32
85.09,13.4,52.09,34.31,6.71,33.64,75.6,40.0,Clay,chili,SP-36,4.0
24.47,60.27,54.13,30.15,6.3,29.7,86.66,319.25,Sandy,tomato,Urea,0.01
51.73,33.28,53.72,56.22,6.95,26.26,66.47,401.13,Loamy,shallot,None,0.0
86.84,55.58,24.12,37.03,8.29,29.81,73.47,20.83,Sandy,tomato,KCl,1.94
55.72,28.52,39.39,23.96,7.57,31.77,48.33,68.56,Clay,tomato,None,5.37
38.33,28.76,30.91,58.26,7.06,18.1,68.37,149.99,Silt,shallot,None,0.0
99.12,23.38,67.49,17.92,5.72,29.55,76.77,215.6,Sandy,chili,None,3.1
,22.94,36.63,52.46,7.53,32.56,,79.17,Loamy,maize,None,0.0
28.99,,38.77,24.79,7.5,37.05,71.72,13.13,Sandy,maize,Urea,5.8
89.31,27.16,70.3,25.99,5.69,29.97,76.1,38.0,Clay,chili,None,3.63
64.3,10.46,,38.05,4.32,22.93,76.67,1.89,Sandy,rice,Kapur-Dolomit,3.91
75.14,14.53,59.41,54.27,6.08,31.62,68.65,2.46,Loamy,chili,SP-36,1.11
25.28,37.86,33.48,44.89,6.62,23.77,77.16,15.23,Clay,maize,Urea,1.07
96.42,,43.94,42.74,5.92,22.15,70.74,61.71,Peat,chili,SP-36,0.4
97.55,38.89,24.46,41.8,7.37,22.74,90.65,68.61,Sandy,shallot,KCl,0.42
81.73,64.76,47.28,37.55,7.67,30.26,64.9,177.33,Sandy,tomato,None,2.1
99.54,42.06,77.74,33.58,5.72,33.0,77.88,98.02,,maize,None,3.19
70.34,83.45,45.52,62.01,,31.48,70.02,66.45,Loamy,tomato,None,0.37
56.08,25.7,57.99,40.94,6.42,22.34,83.78,2.33,Loamy,chili,None,1.59
80.77,53.83,63.18,25.47,6.54,33.08,75.73,180.5,Sandy,shallot,None,3.31
68.53,48.28,68.2,19.09,5.19,21.28,76.77,,Silt,shallot,None,2.63
65.88,,47.17,58.06,5.18,30.85,67.82,57.33,Loamy,tomato,None,1.47
79.18,,45.05,27.44,6.44,31.27,82.99,42.83,Loamy,chili,None,3.54
51.19,11.92,31.19,55.43,5.06,26.99,86.08,301.74,Clay,chili,SP-36,0.0
47.53,44.17,63.81,35.38,6.56,30.53,88.41,19.95,Sandy,rice,None,3.19
56.1,64.37,29.76,46.83,5.52,23.6,,60.85,Silt,tomato,None,0.79
98.76,29.78,33.42,22.65,5.24,29.28,46.88,85.28,Clay,tomato,None,4.59
131.0,0.0,57.59,61.7,5.88,36.04,100.0,51.04,Silt,chili,SP-36,2.39
40.71,15.07,46.46,,6.24,32.92,65.47,63.21,Clay,shallot,SP-36,3.4
97.92,49.17,17.8,54.9,6.42,31.15,54.69,101.42,Loamy,shallot,KCl,0.15
25.6,23.31,35.87,24.71,6.13,29.59,82.7,203.08,Loamy,shallot,Urea,1.42
84.45,44.16,29.12,75.44,6.03,23.77,72.82,125.1,Clay,tomato,Organik,0.0
53.18,17.42,33.52,35.57,4.22,26.07,60.86,77.68,Clay,chili,Kapur-Dolomit,1.96
38.2,37.66,32.57,26.25,6.55,21.32,90.54,72.8,Clay,tomato,None,1.08
61.28,54.26,31.11,52.87,6.68,26.61,64.55,321.83,Clay,rice,None,0.0
0.0,63.12,53.16,51.8,6.32,27.87,79.87,298.34,Sandy,chili,Urea,0.0
25.17,39.97,60.44,36.72,5.57,25.63,51.78,155.56,Clay,rice,Urea,2.08
48.85,19.22,37.84,61.96,7.07,27.08,70.6,1.49,Loamy,tomato,SP-36,1.42
105.49,77.28,56.13,35.51,6.21,27.22,86.3,41.06,Clay,rice,None,3.77
105.14,9.42,30.31,56.87,6.41,30.91,,159.1,Peat,tomato,Kapur-Dolomit,0.0
28.87,57.88,,47.27,5.56,24.51,68.68,92.24,Loamy,tomato,Urea,0.0
58.66,48.66,56.68,24.99,6.46,27.19,78.93,72.01,Sandy,maize,None,3.29
42.06,6.0,62.28,24.23,,22.58,,42.17,Silt,tomato,SP-36,2.71
53.5,31.3,36.09,81.0,7.27,31.28,74.79,102.46,Clay,rice,Organik,1.69
47.77,61.84,55.41,55.04,5.85,29.32,78.79,312.04,Loamy,chili,None,0.0
42.04,50.57,,35.38,5.18,28.76,69.8,,Sandy,tomato,None,2.34
29.22,0.0,,51.81,6.1,25.81,83.14,54.6,Sandy,maize,NPK-16-16-16,0.34
66.48,46.76,78.35,59.85,5.71,31.63,73.49,26.54,Sandy,shallot,None,0.47
53.51,33.95,52.69,9.99,6.6,26.56,84.63,32.26,Clay,tomato,None,4.95
114.36,4.48,69.08,40.39,7.43,27.13,80.65,18.68,Silt,chili,SP-36,0.32
55.02,44.53,38.89,52.67,6.43,28.22,66.19,87.09,Sandy,maize,None,0.0
38.04,50.01,68.78,43.62,6.77,25.15,67.62,71.27,Loamy,chili,None,0.51
94.39,11.14,48.37,39.91,4.66,22.57,71.09,33.5,Clay,rice,Kapur-Dolomit,3.37
90.52,8.96,7.02,61.58,5.9,22.92,80.49,42.04,Sandy,chili,SP-36,0.1
68.35,40.51,56.37,44.26,5.56,21.59,88.29,,Silt,chili,None,1.15
56.09,35.93,77.34,36.64,6.87,29.32,59.62,361.49,Silt,rice,None,1.54
44.18,33.14,31.65,35.75,5.57,33.75,64.64,28.52,Loamy,tomato,None,4.0
96.13,35.64,45.85,60.73,4.97,28.97,84.42,,Silt,shallot,Organik,0.0
97.71,34.24,95.39,66.55,6.24,31.02,70.78,5.2,Sandy,shallot,Organik,0.25
82.97,36.52,39.41,35.54,7.14,28.67,66.57,90.08,Loamy,chili,None,2.9
35.53,30.62,23.3,37.16,,29.58,70.81,57.02,Loamy,shallot,KCl,2.96
68.34,62.82,48.33,57.65,4.64,24.53,74.57,51.81,Sandy,maize,Kapur-Dolomit,0.05
83.13,42.5,43.67,50.81,5.22,26.15,74.38,21.19,Silt,chili,None,0.33
85.16,,66.02,43.62,6.46,32.64,70.09,135.53,Peat,rice,None,2.11
,59.48,61.96,45.76,6.34,21.88,84.56,9.64,Loamy,rice,None,2.13
34.94,28.53,55.4,59.79,6.42,24.71,81.44,175.28,,tomato,None,0.0
54.24,43.75,58.04,31.55,4.19,31.58,64.02,8.57,Loamy,chili,Kapur-Dolomit,3.97
59.34,53.54,49.81,44.55,,33.01,66.16,1.5,Loamy,tomato,None,3.46
56.21,9.63,77.37,37.27,4.98,25.43,37.68,325.33,Loamy,maize,SP-36,0.0
101.79,26.43,12.87,21.46,4.85,33.58,67.36,49.75,Loamy,rice,KCl,5.62
40.42,30.2,20.41,51.59,6.21,31.99,70.5,49.73,Silt,rice,KCl,2.18
,49.96,39.4,38.77,5.17,23.19,96.15,55.49,Clay,shallot,None,1.42
31.57,42.37,40.31,61.35,7.47,23.44,77.16,15.63,Loamy,shallot,Organik,0.0
38.81,4.23,46.07,38.59,6.07,28.94,67.12,218.4,Clay,rice,SP-36,1.98
26.4,40.74,81.99,34.25,6.31,23.48,79.7,19.09,Clay,tomato,Urea,2.5
80.08,37.63,73.49,57.06,7.67,25.27,87.59,23.89,Peat,rice,None,1.52
87.16,67.83,39.82,19.86,5.65,33.01,65.18,178.26,Clay,tomato,None,3.92
42.62,5.2,66.94,63.04,5.38,20.13,79.92,96.42,Loamy,chili,SP-36,0.0
79.12,,69.87,41.52,7.16,29.58,78.92,119.63,Loamy,shallot,NPK-16-16-16,1.94
68.44,19.44,63.91,36.41,5.41,44.0,83.25,77.02,Loamy,maize,SP-36,4.87
76.5,57.12,27.17,83.24,5.48,31.5,92.65,97.18,Sandy,shallot,KCl,0.6
,33.84,41.33,40.58,6.65,31.29,58.03,38.45,Loamy,chili,Urea,3.3
63.22,56.38,42.69,5.0,6.57,24.27,,37.56,Sandy,rice,None,6.38
32.55,37.9,87.76,60.29,5.59,29.02,49.56,37.91,Clay,rice,Urea,1.89
38.58,13.84,36.8,54.08,6.35,21.97,64.52,79.33,Clay,chili,SP-36,0.0
,43.98,34.44,15.36,5.25,29.53,64.11,4.64,Sandy,rice,None,6.53
76.66,29.65,38.28,,9.0,25.58,82.65,245.13,Loamy,rice,Organik,0.0
42.75,13.14,58.65,60.04,5.41,32.73,69.62,186.45,Silt,chili,SP-36,0.0
117.46,30.1,75.3,50.09,5.9,26.38,74.46,5.08,Clay,tomato,None,0.6
100.11,42.77,22.87,49.36,7.01,30.9,73.1,15.95,Loamy,tomato,KCl,1.55
17.27,29.46,14.85,38.94,4.71,28.42,69.53,92.93,Peat,shallot,Kapur-Dolomit,1.61
21.81,20.34,40.61,51.83,6.05,21.77,77.0,42.45,Loamy,chili,NPK-16-16-16,0.63
96.75,8.14,39.47,63.18,7.44,26.22,88.91,8.97,Sandy,shallot,SP-36,0.0
37.85,26.73,46.19,23.62,7.48,27.37,99.65,77.92,Clay,tomato,None,2.44
62.54,34.99,35.57,40.88,7.42,30.59,84.83,136.7,Loamy,shallot,None,1.29
78.74,46.8,42.43,8.91,8.21,32.43,87.93,49.42,Loamy,maize,None,5.46
55.98,6.1,11.03,22.99,5.15,25.64,,128.53,Loamy,tomato,SP-36,2.25
41.39,44.49,54.51,,6.97,26.25,70.93,26.29,Silt,shallot,None,2.23
74.35,44.6,27.06,63.04,6.26,28.88,88.47,56.63,Loamy,tomato,KCl,0.94
,26.4,45.85,41.01,5.5,28.46,68.38,2.66,Sandy,shallot,Urea,2.51
76.11,23.8,54.15,46.67,,29.17,76.22,6.94,Clay,maize,None,0.38
51.59,32.86,32.62,53.18,6.92,37.28,71.0,50.1,Clay,chili,None,2.61
48.53,60.2,28.52,39.31,8.64,25.0,72.14,,Clay,tomato,None,1.55
98.83,35.89,50.33,46.38,4.04,34.19,77.67,88.08,Sandy,chili,Kapur-Dolomit,1.62
60.44,10.36,26.87,34.38,5.53,26.82,65.09,48.39,Clay,maize,SP-36,3.32
67.34,68.36,26.8,50.11,6.51,31.41,61.77,29.29,Sandy,rice,KCl,2.67
70.5,44.73,21.95,36.97,5.23,19.71,77.08,5.63,Sandy,chili,KCl,2.33
46.93,27.04,40.71,15.64,5.77,24.04,80.07,33.04,Loamy,shallot,None,4.02
66.98,72.78,21.32,50.08,5.91,28.76,77.98,65.88,Sandy,chili,KCl,0.66
57.15,54.15,83.76,67.44,6.6,32.0,84.16,77.63,Sandy,chili,None,0.36
89.29,45.46,47.51,,7.23,25.72,68.84,47.54,Peat,tomato,None,2.7
58.64,52.6,54.36,34.57,6.65,31.12,86.86,3.37,Sandy,shallot,None,3.91
46.06,47.8,33.6,56.75,5.86,21.85,50.99,55.43,Loamy,maize,None,0.55
,58.74,43.04,37.96,7.09,24.73,90.75,38.45,Loamy,maize,SP-36,1.29
65.98,47.57,16.2,65.42,5.76,33.68,87.4,34.68,Sandy,maize,KCl,2.29
84.28,11.26,56.34,19.13,6.12,25.45,88.43,28.83,Loamy,tomato,SP-36,4.19
53.9,27.86,43.18,28.74,5.76,24.65,74.82,84.84,Peat,rice,None,2.99
93.02,59.69,74.36,38.14,6.34,25.35,65.05,224.15,Loamy,chili,None,0.93
26.01,21.16,28.61,57.89,6.1,31.76,74.27,43.65,Sandy,chili,NPK-16-16-16,1.5
,25.23,11.67,61.76,4.53,25.9,81.61,80.94,Silt,shallot,Kapur-Dolomit,0.0
68.98,43.88,31.9,46.66,6.04,30.15,86.52,31.33,Silt,rice,None,2.22
52.08,53.92,21.58,46.23,5.58,21.58,70.19,4.21,,tomato,KCl,1.66
70.47,4.98,16.08,31.65,7.47,24.38,80.39,152.04,Clay,tomato,SP-36,0.31
114.35,19.59,49.59,55.03,5.42,25.09,80.71,79.45,Clay,chili,Organik,0.0
22.16,34.21,,45.59,5.75,26.16,85.62,31.65,Silt,tomato,Urea,0.43
86.75,52.31,38.43,23.42,7.26,27.79,82.43,103.54,Peat,chili,None,2.31
80.09,50.23,24.16,57.36,5.11,23.78,64.79,446.14,Loamy,maize,KCl,0.0
60.2,29.14,33.66,28.51,7.12,22.31,88.07,81.96,Peat,shallot,None,1.77
73.22,16.55,43.13,46.93,,33.8,64.5,137.77,Peat,rice,SP-36,2.41
72.74,0.0,69.0,33.57,5.72,22.86,72.16,35.98,Sandy,maize,SP-36,2.26
54.96,31.76,67.34,35.44,6.32,18.3,72.27,,Loamy,rice,None,3.45
25.77,,62.19,,7.77,28.77,81.8,11.37,Peat,shallot,Urea,0.15
64.83,63.73,31.3,40.64,,25.12,76.7,321.89,Clay,shallot,None,0.0
54.09,29.13,76.54,,6.21,25.63,66.4,450.0,Clay,chili,None,0.0
69.34,37.63,88.22,43.12,6.83,25.6,57.98,14.38,Loamy,chili,None,1.17
94.12,34.47,38.39,61.12,5.79,32.78,70.52,77.18,Sandy,tomato,Organik,0.68
87.58,13.22,67.17,37.78,6.68,30.46,70.16,230.44,Clay,maize,SP-36,0.38
91.66,36.16,,30.96,5.71,25.63,83.07,74.84,Silt,shallot,None,2.39
50.94,55.47,53.16,33.18,7.44,23.62,57.8,96.75,Loamy,tomato,None,1.61
118.68,26.32,46.57,30.35,4.92,31.53,89.5,33.77,Sandy,maize,Kapur-Dolomit,3.99
54.7,0.0,74.2,32.94,7.55,24.83,79.11,238.04,Clay,maize,SP-36,0.0
437.56,54.82,58.99,7.85,6.25,18.68,81.29,35.2,Clay,tomato,None,4.95
81.53,30.62,42.28,49.97,7.22,23.61,68.58,51.59,Sandy,maize,None,0.4
128.46,40.32,90.58,54.93,7.15,25.53,86.8,,Sandy,maize,None,0.12
64.93,47.13,61.84,47.27,5.53,26.95,75.37,61.88,Loamy,maize,None,0.48
103.25,3.16,44.41,41.86,5.7,25.84,61.08,43.83,Loamy,shallot,SP-36,1.11
79.12,63.0,59.66,60.1,5.81,24.89,65.33,,Loamy,maize,Urea,0.0
,49.4,91.65,,4.93,25.46,60.41,2.34,Clay,shallot,None,1.18
68.02,34.97,54.53,47.87,5.71,27.12,65.28,13.67,Silt,maize,None,0.65
60.91,40.48,54.42,73.68,5.27,28.69,65.99,132.34,Peat,rice,Kapur-Dolomit,0.46
51.53,27.28,87.42,56.69,4.67,25.44,73.06,9.8,Clay,shallot,Kapur-Dolomit,0.0
24.34,27.68,45.33,42.47,6.4,30.84,58.72,84.07,Clay,maize,Urea,1.84
39.75,52.35,40.34,43.88,6.45,22.58,59.46,58.13,Clay,rice,None,1.74
83.84,56.27,61.87,49.05,6.35,28.32,71.04,94.97,Clay,shallot,None,0.98
92.8,2.62,46.05,43.67,7.26,28.48,81.54,56.75,Loamy,tomato,SP-36,1.02
24.57,31.51,65.0,5.0,6.34,32.82,47.19,6.06,Sandy,chili,Urea,7.35
23.4,11.45,36.37,60.11,4.42,27.55,84.91,1.05,Silt,tomato,Kapur-Dolomit,0.09
81.49,33.89,45.97,52.29,7.48,29.92,73.83,6.91,Loamy,chili,None,1.08
72.65,6.81,48.04,40.28,,24.19,74.04,13.13,Silt,maize,KCl,0.75
39.27,47.28,24.59,69.41,5.6,24.85,54.93,5.73,Sandy,tomato,KCl,1.44
60.67,,58.64,47.55,5.79,39.61,41.71,87.2,Peat,chili,SP-36,5.21
51.6,2.01,63.89,45.71,5.4,34.49,67.53,93.48,Sandy,tomato,SP-36,1.91
28.38,39.24,58.88,,6.43,30.79,83.62,221.91,Silt,rice,Urea,4.09
0.0,20.57,67.6,53.5,6.15,31.24,66.17,36.8,Sandy,chili,NPK-16-16-16,1.32
90.68,36.33,16.01,37.59,6.39,29.02,32.2,52.56,Sandy,maize,KCl,3.81
137.17,38.2,67.66,37.08,4.02,22.82,57.94,165.32,Clay,maize,KCl,0.19
51.22,24.43,66.51,38.8,5.54,22.07,74.48,37.98,Loamy,shallot,None,2.47
55.92,43.69,34.33,53.72,5.91,31.59,76.82,113.59,Sandy,maize,None,0.25
99.51,22.91,48.42,68.07,6.94,26.71,64.77,8.46,Loamy,chili,Organik,0.63
58.78,15.93,40.82,54.09,6.23,29.47,83.76,6.45,Sandy,rice,SP-36,2.97
62.71,15.24,36.91,60.52,7.15,28.23,81.97,62.91,Clay,tomato,SP-36,0.19
,27.92,69.1,,6.41,31.66,64.25,141.39,Clay,shallot,None,3.44
53.65,29.71,67.01,67.04,5.69,30.41,96.68,59.27,Loamy,shallot,Organik,0.41
61.8,63.04,18.32,53.4,6.59,29.27,68.39,127.28,Loamy,tomato,KCl,0.0
,0.0,27.06,,6.6,25.02,95.88,71.08,Loamy,rice,NPK-16-16-16,1.58
25.39,40.64,36.95,50.29,3.67,23.79,67.93,34.76,Sandy,shallot,Kapur-Dolomit,0.0
51.27,21.35,54.33,35.31,5.23,33.1,88.91,,Loamy,shallot,None,2.59
79.92,13.41,40.74,57.56,6.14,28.45,88.76,32.01,Loamy,rice,SP-36,1.6
31.51,67.21,41.04,50.23,6.1,24.22,87.37,53.3,Sandy,chili,None,0.92
61.06,52.63,55.93,,5.69,23.52,82.71,54.04,Sandy,shallot,None,0.0
66.83,0.0,34.07,47.51,5.78,26.32,69.77,158.55,Clay,chili,SP-36,0.0
134.2,27.59,57.28,86.9,6.02,32.13,75.94,8.25,Clay,tomato,Organik,1.0
62.12,32.53,25.3,61.53,6.47,24.53,52.74,254.3,Clay,maize,KCl,0.0
90.33,29.35,41.11,45.31,5.94,29.62,55.53,121.27,Silt,chili,None,1.75
64.77,25.77,31.34,38.52,5.67,21.93,55.68,157.6,Clay,maize,None,0.73
73.68,38.48,18.65,51.58,5.88,31.35,74.16,65.2,Sandy,chili,KCl,0.26
